Company,Job Role,Skills Needed
Credit Suisse,Cloud Security Engineer,"Web3, NoSQL, GraphQL, Next.js, Tableau, Agile, CI/CD, Growth Hacking, GCP, Blockchain, Distributed Systems, Terraform"
Fastly,Build Engineer,"Automation, Scikit-learn, Azure, Financial Modeling, Smart Contracts, Computer Vision, Cybersecurity, Docker, Git, Next.js, Scrum"
Netflix,Computer Vision Engineer,"SQL, NoSQL, Web3, Docker, SEO, Growth Hacking, Node.js, Azure, Go, C++, System Design"
BrowserStack,MLOps Engineer,"Selenium, C++, Docker, UX Research, Encryption, Figma, Git, Terraform, Risk Analytics, Python, Automation, GCP"
Cohere,Embedded AI Engineer,"Kubernetes, SQL, Automation, Microservices, Docker, SEO, Power BI, PyTorch"
Noise,HR Tech Analyst,"Scrum, Scikit-learn, Web3, Terraform, A/B Testing, Testing, Node.js, Zero Trust"
Dropbox,Sustainability Analyst,"Risk Analytics, Financial Modeling, Data Visualization, Docker, Blockchain, Node.js, GraphQL, Smart Contracts, Testing, Rust"
Netflix,Search Relevance Engineer,"Scrum, Shell Scripting, Kanban, Kubernetes, Web3, Data Visualization, Zero Trust"
Ola Electric,Marketing Data Scientist,"Web3, Data Visualization, Java, Kubernetes, Risk Analytics, Automation, TensorFlow, UX Research, Next.js, Testing, Scikit-learn, Encryption"
Zoho,AI Ethics Researcher,"A/B Testing, Blockchain, Scikit-learn, Cybersecurity, Growth Hacking, System Design, Financial Modeling, Node.js, Prototyping, TensorFlow, Data Visualization, Kanban"
Fastly,DevSecOps Engineer,"Terraform, Figma, Docker, PyTorch, Computer Vision, AWS, Distributed Systems"
Hugging Face,Release Engineer,"Azure, A/B Testing, Cybersecurity, Linux, Go, SQL, GCP, Next.js, AWS, SEO, Scikit-learn, TensorFlow"
Birlasoft,IoT Solutions Architect,"Rust, Zero Trust, Prototyping, Docker, GCP, GraphQL, Encryption, Microservices, UX Research, PyTorch"
Boat Lifestyle,Prompt Engineer,"Kanban, Zero Trust, Scrum, GCP, Distributed Systems, Rust, NLP, Cybersecurity, Agile"
Groww,AR/VR Experience Designer,"Microservices, SQL, Azure, Power BI, TensorFlow, Smart Contracts, Encryption"
Meesho,Cloud Security Engineer,"GCP, Power BI, Go, Azure, PyTorch, Kubernetes, System Design"
Zoho,FinTech Product Analyst,"Cybersecurity, Linux, Tableau, Terraform, Selenium, Azure, SEO"
Mu Sigma,Build Engineer,"Power BI, Scikit-learn, Cybersecurity, Tableau, Financial Modeling, NoSQL, SQL, UX Research, Kubernetes"
KPMG India,AR/VR Experience Designer,"Scikit-learn, Zero Trust, Azure, Rust, Agile, Power BI, Computer Vision, Java, NoSQL, Data Visualization, Go, Financial Modeling"
Cloudflare,Knowledge Graph Engineer,"Node.js, NoSQL, Distributed Systems, Shell Scripting, GraphQL, Testing, Next.js, Cybersecurity, Kanban, Encryption, System Design, TensorFlow"
Nykaa,Release Engineer,"Automation, C++, Prototyping, SEO, Terraform, Growth Hacking, PyTorch, Java, Git, A/B Testing, Node.js, Next.js"
Vedantu,Data Engineer,"CI/CD, A/B Testing, Computer Vision, Selenium, Linux, Smart Contracts, NoSQL, Power BI, Zero Trust, Encryption"
Cohere,Revenue Operations Analyst,"Encryption, Linux, AWS, GCP, Web3, UX Research, TensorFlow, Financial Modeling, Selenium, System Design, Rust, C++"
OpenAI,Customer Experience Strategist,"Git, Node.js, Cybersecurity, GraphQL, Prototyping, Azure, Microservices, Testing, Agile"
Cloudflare,Bioinformatics Scientist,"GraphQL, System Design, Power BI, React, AWS, Smart Contracts, Scrum, Agile, PyTorch, Testing, TensorFlow, Prototyping"
BYJU'S,Data Engineer,"Smart Contracts, NoSQL, Microservices, UX Research, Computer Vision, Scrum, GCP, Azure"
Cloudflare,AdTech Optimization Specialist,"Tableau, Azure, Automation, Node.js, NLP, GCP"
PolicyBazaar,Revenue Operations Analyst,"CI/CD, Growth Hacking, Testing, AWS, Azure, Scrum, Web3, Node.js, Power BI, Go, Scikit-learn, Java"
Slack,Embedded AI Engineer,"Financial Modeling, Testing, Prototyping, UX Research, Rust, Web3, AWS, Scikit-learn, NLP, Growth Hacking, Blockchain"
DigitalOcean,Sustainability Analyst,"Zero Trust, Linux, Tableau, TensorFlow, Growth Hacking, Rust, PyTorch, NLP, Financial Modeling, A/B Testing"
Fractal Analytics,Technical Product Owner,"Python, Risk Analytics, Power BI, Scikit-learn, Next.js, Financial Modeling, Blockchain, SQL, UX Research"
Fractal Analytics,Robotics Software Engineer,"Automation, Zero Trust, Microservices, CI/CD, Tableau, System Design, Testing, Distributed Systems"
Boat Lifestyle,Build Engineer,"Agile, Figma, Encryption, Power BI, Linux, AWS, Docker, Kanban"
BrowserStack,AR/VR Experience Designer,"Data Visualization, Next.js, Terraform, Scrum, Go, Smart Contracts, GraphQL, Blockchain, Testing"
Hugging Face,Marketing Data Scientist,"Zero Trust, Scrum, Tableau, AWS, TensorFlow, Growth Hacking, GCP, System Design, Web3, Prototyping, Cybersecurity, Kubernetes"
Netflix,Full Stack Engineer,"Microservices, C++, Terraform, AWS, Prototyping, Scikit-learn, PyTorch, Scrum, GCP, Tableau, Computer Vision"
Credit Suisse,Marketing Data Scientist,"Automation, NLP, Node.js, React, A/B Testing, Growth Hacking"
PolicyBazaar,Release Engineer,"Linux, Blockchain, Docker, TensorFlow, CI/CD, Python, Rust, Cybersecurity, Terraform, Data Visualization, Encryption"
DeepMind,Site Reliability Engineer,"Risk Analytics, Tableau, Rust, GCP, Automation, A/B Testing"
Cohere,AR/VR Experience Designer,"Encryption, Git, Tableau, Blockchain, GCP, React, Growth Hacking, C++, Shell Scripting, NoSQL"
PwC India,Supply Chain Data Scientist,"GraphQL, Cybersecurity, Distributed Systems, TensorFlow, Scikit-learn, UX Research, Go, Selenium, Financial Modeling, Git"
Hugging Face,Knowledge Graph Engineer,"Microservices, Scikit-learn, Cybersecurity, Next.js, Financial Modeling, Git, GCP, Figma, GraphQL, Data Visualization, Distributed Systems, AWS"
Anthropic,Site Reliability Engineer,"Data Visualization, Rust, Go, Web3, Tableau, Agile, AWS, CI/CD"
Nykaa,Build Engineer,"GCP, GraphQL, Selenium, Next.js, Blockchain, Risk Analytics, Power BI, Tableau, Terraform, NoSQL, PyTorch"
Noise,Platform Engineer,"Kubernetes, Azure, Automation, Docker, Node.js, Power BI"
Postman,Revenue Operations Analyst,"GCP, Linux, Data Visualization, Smart Contracts, Automation, System Design, Prototyping, Scrum"
InMobi,Release Engineer,"Selenium, C++, Microservices, Blockchain, Tableau, System Design"
DigitalOcean,Knowledge Graph Engineer,"Kubernetes, Scrum, Rust, GraphQL, Growth Hacking, Smart Contracts, Web3"
Unacademy,Revenue Operations Analyst,"Next.js, Power BI, Figma, Automation, Data Visualization, Financial Modeling, Risk Analytics"
Tata Elxsi,Speech Recognition Engineer,"Scikit-learn, NLP, Prototyping, Zero Trust, System Design, Blockchain, GraphQL, Risk Analytics, Automation, AWS, Node.js, Computer Vision"
UBS,Speech Recognition Engineer,"Scrum, Scikit-learn, Kanban, Rust, Microservices, Distributed Systems"
Freshworks,Autonomous Systems Engineer,"Smart Contracts, Encryption, Kanban, AWS, Automation, Terraform, Tableau, NLP, Computer Vision, Cybersecurity, Blockchain, System Design"
PhonePe,Cloud Security Engineer,"Kanban, TensorFlow, Shell Scripting, Terraform, Blockchain, C++, UX Research, Encryption, PyTorch, Java, Distributed Systems"
Meesho,Marketing Data Scientist,"PyTorch, Computer Vision, AWS, SEO, Encryption, Zero Trust, TensorFlow, Automation, Tableau, CI/CD"
Credit Suisse,Backend Engineer,"C++, Computer Vision, Cybersecurity, PyTorch, Shell Scripting, Kanban, Microservices, Terraform, CI/CD, UX Research, TensorFlow"
EY India,Digital Twin Engineer,"Blockchain, Agile, Scikit-learn, Azure, AWS, Growth Hacking, NLP"
Deutsche Bank,People Analytics Manager,"Shell Scripting, Azure, Tableau, Figma, Next.js, Encryption, System Design, Zero Trust, UX Research, AWS"
Canonical,Full Stack Engineer,"CI/CD, Go, Node.js, Kanban, Terraform, Rust, React"
Deloitte India,Site Reliability Engineer,"Risk Analytics, GCP, Distributed Systems, Java, Kanban, Blockchain, Agile, PyTorch, CI/CD, System Design, React, Kubernetes"
Zoho,Frontend Engineer,"Rust, Python, A/B Testing, Tableau, SEO, Computer Vision, Shell Scripting, Selenium, Encryption"
Red Hat,MLOps Engineer,"CI/CD, Docker, Automation, Smart Contracts, Data Visualization, Tableau, System Design, GraphQL, UX Research, Kanban, NLP, Python"
Pinterest,Backend Engineer,"Growth Hacking, Microservices, Next.js, Financial Modeling, PyTorch, Tableau"
Unacademy,Full Stack Engineer,"Zero Trust, CI/CD, Next.js, Git, Python, GCP, AWS, Encryption, Tableau, NoSQL, Web3, Kanban"
Fastly,Build Engineer,"PyTorch, Python, NLP, Blockchain, Kubernetes, Figma, Encryption, Scikit-learn, Web3"
UBS,IoT Solutions Architect,"A/B Testing, Distributed Systems, Rust, Python, Docker, Power BI, SEO, Prototyping, Testing, GraphQL, React, Tableau"
Spotify,Quantum Computing Researcher,"Distributed Systems, A/B Testing, Next.js, AWS, CI/CD, React, Python, Azure, Automation"
Birlasoft,DevSecOps Engineer,"Testing, System Design, UX Research, Blockchain, GraphQL, Figma, React, Docker, Automation, AWS, Kanban"
BYJU'S,Marketing Data Scientist,"AWS, GCP, Zero Trust, Figma, Blockchain, Node.js"
EY India,People Analytics Manager,"Kubernetes, GCP, Prototyping, Scrum, Scikit-learn, GraphQL, CI/CD, Linux, Testing, Python, Blockchain, Azure"
KPMG India,Data Engineer,"GCP, C++, Zero Trust, Cybersecurity, GraphQL, Next.js, Node.js, NLP, Python, Kubernetes"
Pinterest,Autonomous Systems Engineer,"Tableau, Figma, Azure, Prototyping, Financial Modeling, Power BI, PyTorch, Kanban, A/B Testing"
PwC India,Backend Engineer,"SEO, Figma, PyTorch, System Design, UX Research, Cybersecurity, Next.js, SQL, GraphQL"
Birlasoft,Robotics Software Engineer,"Java, AWS, UX Research, Data Visualization, Tableau, Azure, GCP"
Ola Electric,Revenue Operations Analyst,"C++, Data Visualization, SEO, Web3, System Design, Selenium, Git, CI/CD"
KPMG India,Robotics Software Engineer,"Distributed Systems, React, Linux, System Design, Java, Zero Trust, TensorFlow, Next.js"
ShareChat,Backend Engineer,"Financial Modeling, Smart Contracts, Power BI, Rust, Distributed Systems, Kanban, Python, Java, NoSQL, AWS"
InMobi,Full Stack Engineer,"UX Research, TensorFlow, Next.js, Risk Analytics, Power BI, Smart Contracts, CI/CD"
Nykaa,Data Engineer,"Node.js, Automation, Zero Trust, AWS, Selenium, Kubernetes, Docker"
Birlasoft,AI Ethics Researcher,"Figma, AWS, System Design, GraphQL, SQL, React, Scrum, Agile, PyTorch, Kubernetes"
Mindtree,Product Growth Manager,"Zero Trust, CI/CD, Blockchain, Scikit-learn, Automation, Microservices, NLP, GCP, TensorFlow, Tableau, PyTorch, SEO"
CRED,Supply Chain Data Scientist,"Scikit-learn, Scrum, Docker, CI/CD, Tableau, Risk Analytics, Blockchain, Rust, Linux"
Spotify,Knowledge Graph Engineer,"Figma, Distributed Systems, Kubernetes, Scrum, SEO, React, SQL"
OpenAI,Knowledge Graph Engineer,"Growth Hacking, Blockchain, SQL, Terraform, Docker, Kubernetes, Java"
KPMG India,Autonomous Systems Engineer,"Testing, Java, Computer Vision, PyTorch, GraphQL, Agile, A/B Testing, Docker, TensorFlow"
Groww,Search Relevance Engineer,"Smart Contracts, Risk Analytics, Kanban, Python, Data Visualization, Git, AWS, TensorFlow, Cybersecurity, Tableau, Shell Scripting"
Postman,Search Relevance Engineer,"Financial Modeling, Encryption, Kanban, Rust, Shell Scripting, GCP"
Mindtree,Frontend Engineer,"CI/CD, Docker, SEO, Shell Scripting, Data Visualization, Zero Trust, GCP, UX Research, C++"
InMobi,Data Engineer,"React, Growth Hacking, GraphQL, Scrum, Figma, Data Visualization, CI/CD"
Mu Sigma,Search Relevance Engineer,"PyTorch, Kubernetes, Next.js, Linux, Web3, NLP, CI/CD, React, Growth Hacking, UX Research, Node.js"
BrowserStack,DevSecOps Engineer,"Financial Modeling, Kanban, Scikit-learn, NLP, System Design, Computer Vision, AWS"
Dropbox,Product Growth Manager,"Figma, GraphQL, Node.js, Linux, React, Python"
Ola Electric,Sustainability Analyst,"Kanban, Distributed Systems, Blockchain, Git, SEO, Java, Microservices, Node.js, Prototyping"
Vedantu,Sustainability Analyst,"Web3, Computer Vision, NoSQL, Data Visualization, Figma, C++, PyTorch"
BYJU'S,Autonomous Systems Engineer,"Agile, Figma, C++, Smart Contracts, Selenium, Automation, Web3, Blockchain, Cybersecurity"
ShareChat,People Analytics Manager,"Power BI, Tableau, Next.js, Agile, Smart Contracts, Testing, Encryption, React"
PwC India,Computer Vision Engineer,"Scrum, Smart Contracts, GraphQL, Microservices, UX Research, Figma, Automation, Testing, React, Cybersecurity"
Zoho,Cloud Security Engineer,"Git, Automation, PyTorch, GraphQL, System Design, Prototyping, Agile, React, Risk Analytics, Financial Modeling, AWS"
Zoho,Search Relevance Engineer,"C++, Selenium, Node.js, Encryption, Rust, Python, Zero Trust"
Ather Energy,Platform Engineer,"Financial Modeling, Tableau, Risk Analytics, UX Research, Go, NLP, Prototyping, Rust, React, SQL, Microservices"
CRED,Quantum Computing Researcher,"Cybersecurity, Scikit-learn, Financial Modeling, AWS, Data Visualization, Testing, Git, CI/CD"
DeepMind,Marketing Data Scientist,"SEO, Go, Linux, PyTorch, Risk Analytics, Figma, Automation, Scrum, Agile"
Vedantu,Quantum Computing Researcher,"Zero Trust, Growth Hacking, Python, Kanban, Node.js, TensorFlow, Scikit-learn, System Design, Testing, Blockchain"
ShareChat,Full Stack Engineer,"Web3, Blockchain, GraphQL, Node.js, Distributed Systems, NoSQL, Rust, React, Prototyping"
Pinterest,Robotics Software Engineer,"Distributed Systems, Testing, Tableau, Git, Computer Vision, Terraform, Selenium, Node.js, PyTorch, Microservices"
Cohere,HR Tech Analyst,"Next.js, CI/CD, GraphQL, PyTorch, Git, Blockchain, Kubernetes, Figma, System Design, NoSQL, Scikit-learn, Terraform"
OpenAI,Digital Twin Engineer,"Risk Analytics, C++, Tableau, Data Visualization, Next.js, Kanban, Encryption, Testing"
Spotify,Crypto Research Analyst,"A/B Testing, Data Visualization, Rust, TensorFlow, Automation, UX Research"
Birlasoft,Marketing Data Scientist,"Next.js, Zero Trust, Selenium, Azure, Agile, NLP, Risk Analytics, Terraform"
PolicyBazaar,Release Engineer,"TensorFlow, NLP, Encryption, Tableau, Cybersecurity, SEO, Scrum"
KPMG India,Computer Vision Engineer,"GraphQL, Computer Vision, Node.js, React, Go, Java"
Cohere,AdTech Optimization Specialist,"Power BI, Azure, Scikit-learn, AWS, Encryption, Figma, A/B Testing, PyTorch, Cybersecurity, Java"
Zoho,Data Engineer,"A/B Testing, Next.js, CI/CD, Zero Trust, Git, Smart Contracts, Encryption, Go, Docker, Distributed Systems, SEO, Financial Modeling"
Dropbox,Platform Engineer,"Git, C++, Node.js, Microservices, Prototyping, Automation, Scrum, UX Research, Agile, Docker"
Deloitte India,Knowledge Graph Engineer,"NoSQL, System Design, Distributed Systems, GraphQL, CI/CD, Risk Analytics, Azure, AWS, Encryption, GCP"
BrowserStack,DevSecOps Engineer,"GCP, Blockchain, Testing, Scikit-learn, CI/CD, Growth Hacking, A/B Testing, AWS, Terraform"
Ola Electric,Crypto Research Analyst,"Prototyping, Automation, GCP, Git, Figma, Java, Power BI, GraphQL"
Unacademy,AdTech Optimization Specialist,"Testing, Figma, SQL, UX Research, Shell Scripting, TensorFlow, NLP, Zero Trust, Data Visualization, Risk Analytics, Kubernetes"
PwC India,HR Tech Analyst,"Risk Analytics, Computer Vision, Automation, SEO, Python, Cybersecurity, Next.js, C++, Go, NoSQL, Zero Trust"
Upstox,Full Stack Engineer,"Next.js, Tableau, Kubernetes, Zero Trust, Prototyping, GraphQL, Financial Modeling, Azure, Distributed Systems, PyTorch, Data Visualization, Agile"
EY India,Quantum Computing Researcher,"PyTorch, Tableau, Power BI, Risk Analytics, Linux, Growth Hacking, Terraform, Financial Modeling, NoSQL, Prototyping, Selenium, Agile"
Zoho,Game Engine Developer,"Smart Contracts, Rust, Automation, Shell Scripting, Microservices, Growth Hacking, Power BI, Selenium, Web3, C++, Docker"
Mu Sigma,Revenue Operations Analyst,"Shell Scripting, Kubernetes, Kanban, Scrum, C++, Docker, Web3, Node.js, GraphQL, Microservices, Automation"
CRED,Release Engineer,"Go, Prototyping, UX Research, Terraform, Shell Scripting, Power BI, System Design, Linux, Risk Analytics, Rust, Encryption, Automation"
UBS,HR Tech Analyst,"AWS, Computer Vision, System Design, A/B Testing, Linux, NLP"
DeepMind,Game Engine Developer,"SQL, Kanban, Prototyping, Go, GraphQL, TensorFlow, CI/CD, Testing, SEO, Linux"
UBS,Autonomous Systems Engineer,"PyTorch, Azure, Kubernetes, NoSQL, Git, Docker, Web3, GraphQL, Linux, Computer Vision, Shell Scripting"
Nykaa,AI Ethics Researcher,"Docker, A/B Testing, Next.js, Testing, GCP, Computer Vision, Terraform"
Canonical,Supply Chain Data Scientist,"Next.js, NLP, Testing, Git, Financial Modeling, Growth Hacking, Microservices, UX Research, Encryption, CI/CD, Automation, Terraform"
Birlasoft,Marketing Data Scientist,"GCP, React, Agile, Power BI, Go, CI/CD, Kanban, Scikit-learn, Figma"
Nykaa,Technical Product Owner,"Go, React, SQL, Distributed Systems, Financial Modeling, Kubernetes, Python, Rust, Microservices, Figma"
BrowserStack,HR Tech Analyst,"Agile, Scikit-learn, TensorFlow, Tableau, Git, NLP, Kubernetes"
PhonePe,Data Engineer,"Automation, Python, Terraform, Agile, Selenium, Prototyping, GraphQL, CI/CD, Data Visualization, Blockchain, Smart Contracts, Growth Hacking"
BYJU'S,Full Stack Engineer,"Shell Scripting, Testing, Rust, Python, Kubernetes, NLP, Zero Trust, Financial Modeling, Go, Git, Kanban"
Chargebee,Backend Engineer,"GCP, Power BI, Kubernetes, TensorFlow, Growth Hacking, Blockchain, Next.js, Selenium, AWS, Azure, Rust"
Cohere,Platform Engineer,"Microservices, Scikit-learn, Kanban, Financial Modeling, AWS, Selenium, Power BI"
Groww,Digital Twin Engineer,"Git, SQL, Power BI, Distributed Systems, Node.js, UX Research, Linux, Web3, SEO, Rust, Docker"
PolicyBazaar,IoT Solutions Architect,"GCP, SEO, Shell Scripting, Linux, Terraform, Scrum, Kanban, Python, Testing"
PwC India,Quantum Computing Researcher,"Agile, Financial Modeling, Smart Contracts, Prototyping, Distributed Systems, Computer Vision, Java, Azure, Kubernetes, A/B Testing, NLP"
KPMG India,IoT Solutions Architect,"Azure, A/B Testing, Prototyping, Python, Risk Analytics, Git, Automation, Microservices, React"
PhonePe,Knowledge Graph Engineer,"Kanban, NLP, Selenium, Financial Modeling, Linux, Scikit-learn, Risk Analytics, Web3, Shell Scripting"
BYJU'S,Technical Product Owner,"Tableau, Growth Hacking, CI/CD, System Design, PyTorch, NoSQL, Zero Trust, C++, Docker, SQL, Kubernetes, Data Visualization"
